HP:0000002|Abnormality of body height|身高异常|偏离年龄和性别标准的身高正常值范围。
HP:0032953|Renal tubular cytomegalovirus inclusions|肾小管巨细胞病毒包涵体|特征性的核内玻璃样嗜碱性包涵体，周围伴有晕圈（猫头鹰眼样包涵体），以及细胞体积显著增大（巨细胞化），尤其见于肾小管上皮细胞和内皮细胞。常伴有细胞病变，包括斑片状间质多形性浸润，浸润细胞包括淋巴细胞、浆细胞和巨噬细胞。
HP:0032954|Renal tubular adenovirus inclusions|肾小管腺病毒包涵体|病毒性细胞病变特征包括模糊的嗜碱性核内包涵体，伴有受感染细胞核增大。这些包涵体对腺病毒染色呈阳性（例如，PMID:29273157的图3）。远端肾小管比近端肾小管更常受累。偶尔，肾小球脏层和壁层上皮细胞也可被感染。伴随急性肾小管损伤，常伴有明显的肾小管坏死和破坏，以及急性间质性肾炎，通常由淋巴细胞、组织细胞、浆细胞和数量不等的中性粒细胞组成的多形性浸润，伴有间质水肿和出血。
HP:0032955|Renal tubular polyoma virus inclusions|肾小管多瘤病毒包涵体|肾小管核内包涵体呈现磨玻璃样外观，伴有不规则的中心透亮区，或呈粗糙的泡状外观。远端肾小管受累较近端肾小管更为常见。在感染早期可能仅累及髓质，而在感染后期，壁层上皮细胞也可能受累。受感染的上皮细胞核可通过针对SV40病毒大T抗原的抗体进行染色，该抗体可作为人类多瘤病毒感染的替代标志物。
HP:0032956|Renal tubular herpes simplex virus inclusions|肾小管单纯疱疹病毒包涵体|肾小管核内包涵体对单纯疱疹病毒（HSV）染色呈阳性。HSV通常与具有核内包涵体的多核巨细胞相关，并可能引起出血性间质性肾炎。
HP:0032957|Dysmorphic hematuria|畸形血尿|异形尿红细胞的存在。该特征可通过相差显微镜、微分干涉显微镜和明场显微镜观察。棘形红细胞或G1细胞，即具有一个或多个泡状突起的环形细胞，据报道构成了一种特殊形式的异形红细胞（D细胞），特异性见于肾小球性血尿。
HP:0032958|Urinary oval fat bodies|尿中卵圆形脂肪体|尿液中存在脱落的肾小管上皮细胞或充满脂滴的巨噬细胞。
HP:0032959|Intratubular calcium oxalate casts|肾小管内草酸钙管型|位于肾小管内的双折射性含钙和草酸盐管型。
HP:0032960|Intratubular calcium phosphate casts|肾小管内磷酸钙管型|位于肾小管内的紫色、细颗粒状/层状含钙和磷酸盐管型。
HP:0032961|Magnesium ammonium phosphate crystalluria|磷酸铵镁结晶尿症|尿液中磷酸铵镁结晶。
HP:0032962|Tubular microcystic change|管状微囊性改变|扩张的肾小管（直径超过正常近端小管的两倍）内含有嗜酸性无定形物质。此特征通常伴有管型轮廓的扇贝样改变。微囊内衬的上皮细胞通常变平，且不显示刷状缘。
HP:0032963|Complex renal cyst|复杂性肾囊肿|一种以被覆上皮（鳞状/柱状）分隔的空间为特征的肾囊肿。
HP:0032964|Uric acid crystalluria|尿酸结晶尿症|尿液中尿酸结晶的存在。
HP:0032965|Interstitial emphysema|间质性肺气肿|间质性肺气肿的特征是空气在肺间质内分离，通常位于支气管血管周围鞘、小叶间隔和脏层胸膜中。最常见于接受机械通气的新生儿。在成人中很少通过影像学识别，且在CT扫描中不常见。其表现为血管周围透亮或低密度晕环及小囊肿。
HP:0032966|Centrilobular emphysema|小叶中心型肺气肿|一种以破坏性小叶中央肺泡壁和呼吸性细支气管及其相关肺泡扩大为特征的肺气肿类型。这是吸烟者中最常见的肺气肿形式。CT表现为小叶中央区域衰减减低，通常无可见壁，分布不均匀，主要位于上肺区。
HP:0032967|Panacinar emphysema|全腺泡性肺气肿|全腺泡型肺气肿（Panacinar emphysema）累及腺泡及次级肺小叶的所有部分，且病变分布较为均匀。该类型肺气肿主要发生于肺下叶，并与α1-抗胰蛋白酶缺乏症（α1-antitrypsin deficiency）相关。CT扫描显示受累肺实质普遍减少，且肺血管管径变细。重度全腺泡型肺气肿可能与重度小叶中心型肺气肿（centrilobular emphysema）并存并融合。其表现为无特征性低密度影，可能与重度缩窄性闭塞性细支气管炎（severe constrictive obliterative bronchiolitis）难以区分。
HP:0032968|Expiratory air trapping|呼气性气体潴留|由于气道阻塞或肺顺应性异常导致的肺或部分肺内气体异常滞留。在典型表现中，肺在吸气时表现正常，但在呼气时，由于结缔组织回弹力丧失的病变肺部分仍保持透亮，而健康肺部分由于肺不张变得更加致密。这有助于将其与非特异性间质性肺炎中出现的斑片状纤维化导致的马赛克衰减相区分，以及早期普通型间质性肺炎（间质性肺病的标志性影像诊断）中在吸气和呼气时无变化的情况相区分。
HP:0032969|Traction bronchiectasis|牵引性支气管扩张|由于周围肺实质纤维化导致的支气管机械性牵拉引起的支气管气道变形。CT表现为周围收缩性肺纤维化引起的不规则支气管扩张。扩张的气道通常可识别，但可能表现为囊肿。
HP:0032970|Traction bronchiolectasis|牵引性细支气管扩张|-
HP:0032971|Computed tomographic halo sign|计算机断层扫描晕征|CT检查发现结节或肿块周围存在磨玻璃样影。该征象最初被描述为侵袭性曲霉菌病灶周围出血的征象。晕轮征是非特异性的，也可能由其他类型结节相关的出血或肿瘤局部肺浸润引起。
HP:0032972|Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT|肺高分辨率CT显示结节性小叶中心型分布，未见树芽征。|肺高分辨率计算机断层扫描（HRCT）上显示结节样模式，解剖学上位于次级肺小叶的中心位置。小叶中心性结节可能为致密性（即实性）且呈均匀密度或磨玻璃密度，大小可从数毫米至约1厘米不等。由于次级小叶的大小相似，小叶中心性结节通常呈现均匀分布。小叶中心性结节通常与胸膜表面、叶间裂和小叶间隔相隔至少数毫米的距离。在不同疾病中，它们可能呈现斑片状或弥漫性分布。
HP:0032973|Abnormal bronchoalveolar lavage fluid morphology|支气管肺泡灌洗液形态异常|支气管肺泡灌洗液（BAL）中核细胞免疫细胞及无细胞成分的类型或数量异常。支气管肺泡灌洗术（BAL）通过纤维支气管镜在选定的支气管肺段内楔入位置进行。BAL常用于间质性肺疾病的鉴别诊断或治疗干预的监测。
HP:0032974|Abnormal cellular composition of bronchoalveolar fluid|支气管肺泡灌洗液细胞成分异常|与健康人群中常见的细胞分布存在偏差。正常范围为巨噬细胞超过80%，淋巴细胞少于15%，中性粒细胞少于3%，嗜酸性粒细胞少于0.5%，肥大细胞少于0.5%。
HP:0032975|Abnormal bronchoalveolar fluid protein level|支气管肺泡液蛋白水平异常|支气管肺泡液中蛋白质浓度的任何异常。
HP:0032976|Elevated bronchoalveolar lavage fluid lymphocyte proportion|支气管肺泡灌洗液淋巴细胞比例升高|通常情况下，淋巴细胞占支气管肺泡灌洗液中所有细胞的比例低于15%。这种细胞比例的升高可能由病毒或药物引起，或与特定疾病相关。
HP:0032977|Elevated bronchoalveolar lavage fluid neutrophil proportion|支气管肺泡灌洗液中性粒细胞比例升高|通常，中性粒细胞在支气管肺泡灌洗液中的比例低于所有细胞的3%。在儿童中，中性粒细胞的标准值随年龄增长而升高（5岁以下儿童的最大值为10%）。这种细胞比例的升高是急性和慢性感染（HP:0012387，HP:0006538）的标志，并可能与特定疾病相关。
HP:0032978|Lipid-laden macrophages in bronchoalveolar fluid|支气管肺泡灌洗液中的脂质沉积巨噬细胞|肺泡巨噬细胞内脂质积聚，呈滴状脂肪包涵体。
HP:0032979|Hemosiderin-laden macrophages in bronchoalveolar fluid|支气管肺泡灌洗液中的含铁血黄素巨噬细胞|支气管肺泡灌洗液（BAL）中的含铁血黄素巨噬细胞（HLM）最初被认为是肺泡出血的诊断性生物标志物，但也在具有寻常型间质性肺炎（UIP）组织病理学模式的特发性肺纤维化（IPF）中被观察到。
HP:0032980|Absent bronchoalveolar surfactant-protein C|支气管肺泡表面活性物质蛋白C缺失|支气管肺泡灌洗液中表面活性蛋白C水平显著降低或未能检测到。注释：肺表面活性物质是一种高度表面活性的蛋白质和脂质混合物，由II型上皮细胞合成并分泌到肺泡上。表面活性物质的蛋白质部分由四种表面活性蛋白（SP）组成，即SP-A、SP-B、SP-C和SP-D。SP-A和SP-D是亲水性蛋白，调节表面活性物质的代谢并具有免疫功能，而SP-B和SP-C是疏水性分子，在呼吸周期中直接参与表面活性物质结构的组织以及脂质层的稳定。SP-C的缺乏可能导致表面活性物质代谢功能障碍，并且在其他与肺泡表面活性物质区域病理相关的弥漫性肺实质疾病患者中也可观察到。
HP:0032981|Absent bronchoalveolar dimeric surfactant-protein B|支气管肺泡二聚体表面活性蛋白B缺失|支气管肺泡灌洗液中表面活性蛋白B水平显著降低或未检测到。
HP:0032982|obsolete Intraalveolar phospholipid accumulation|肺泡内磷脂沉积|-
HP:0032983|Atoll sign|环礁征|CT影像表现为中央磨玻璃样影，周围环绕新月形（形成超过四分之三圆周）或完整环状、厚度至少2 mm的实变影。这一罕见征象最初被认为对隐源性机化性肺炎具有特异性，但随后在副球孢子菌病患者中也有描述。
HP:0032984|Abnormal alveolar macrophage morphology|肺泡巨噬细胞形态异常|肺泡巨噬细胞通常构成支气管肺泡腔中大多数细胞（超过80%）。根据潜在疾病或吸入颗粒物的暴露情况，它们可能含有细胞内物质。
HP:0032985|Dust particle inclusion in alveolar macrophages|肺泡巨噬细胞内粉尘颗粒包涵体|巨噬细胞内吸入性不可消化颗粒的蓄积。
HP:0032986|Smoker-inclusions in alveolar macrophages|肺泡巨噬细胞中的吸烟者包涵体|在健康吸烟者中，可在支气管肺泡液中的巨噬细胞内发现特征性的所谓吸烟者包涵体。这些蓝/黑/圆/椭圆形的细胞质包涵体由色素性脂质沉积物组成。
HP:0032987|Elevated bronchoalveolar lavage fluid eosinophil proportion|支气管肺泡灌洗液嗜酸性粒细胞比例升高|通常情况下，嗜酸性粒细胞占支气管肺泡灌洗液中所有细胞的比例低于0.5%。但在嗜酸性肺病中，嗜酸性粒细胞比例通常超过25%。注释：嗜酸性粒细胞水平升高也可能是感染、过敏反应或药物诱导的结果。
HP:0032988|Persistent head lag|持续性头部滞后|Premie-Neuro和Dubowitz神经学检查以相同的方式对头部滞后进行评分。两者的评分标准如下：0 = 头部下垂并保持后仰，1 = 试图抬起头部但随后下垂，2 = 能够轻微抬起头部，3 = 头部与身体保持水平，4 = 头部位于身体前方。如果头部滞后在预期年龄后仍持续存在，且评分为0或1，则适用此术语。头部滞后持续超过4个月与不良预后相关。
